iri,prefix,vocabulary,tier,kind,label,definition,types,parents,domain,range,status,deprecated,source
https://schema.org/hasStore,schema,schema.org,2,property,hasStore,An eCommerce store part of an online marketplace.,rdf:Property,,schema:OnlineMarketplace,schema:OnlineStore,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasTierBenefit,schema,schema.org,2,property,hasTierBenefit,A member benefit for a particular tier of a loyalty program.,rdf:Property,,schema:MemberProgramTier,schema:TierBenefitEnumeration,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasTierRequirement,schema,schema.org,2,property,hasTierRequirement,"A requirement for a user to join a membership tier, for example: a CreditCard if the tier requires sign up for a credit card, A UnitPriceSpecification if the user is required to pay a (periodic) fee, or a MonetaryAmount if the user needs to spend a minimum amount to join the tier. If a tier is free to join then this property does not need to be specified.",rdf:Property,,schema:MemberProgramTier,schema:CreditCard; schema:MonetaryAmount; schema:Text; schema:UnitPriceSpecification,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasTiers,schema,schema.org,2,property,hasTiers,The tiers of a member program.,rdf:Property,,schema:MemberProgram,schema:MemberProgramTier,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasVariant,schema,schema.org,2,property,hasVariant,Indicates a [[Product]] that is a member of this [[ProductGroup]] (or [[ProductModel]]).,rdf:Property,,schema:ProductGroup,schema:Product,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/headline,schema,schema.org,2,property,headline,Headline of the article.,rdf:Property,,schema:CreativeWork,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthCondition,schema,schema.org,2,property,healthCondition,"Specifying the health condition(s) of a patient, medical study, or other target audience.",rdf:Property,,schema:MedicalStudy; schema:Patient; schema:PeopleAudience,schema:MedicalCondition,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanCoinsuranceOption,schema,schema.org,2,property,healthPlanCoinsuranceOption,"Whether the coinsurance applies before or after deductible, etc. TODO: Is this a closed set?",rdf:Property,,schema:HealthPlanCostSharingSpecification,schema:Text,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanCoinsuranceRate,schema,schema.org,2,property,healthPlanCoinsuranceRate,The rate of coinsurance expressed as a number between 0.0 and 1.0.,rdf:Property,,schema:HealthPlanCostSharingSpecification,schema:Number,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanCopay,schema,schema.org,2,property,healthPlanCopay,The copay amount.,rdf:Property,,schema:HealthPlanCostSharingSpecification,schema:PriceSpecification,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanCopayOption,schema,schema.org,2,property,healthPlanCopayOption,"Whether the copay is before or after deductible, etc. TODO: Is this a closed set?",rdf:Property,,schema:HealthPlanCostSharingSpecification,schema:Text,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanCostSharing,schema,schema.org,2,property,healthPlanCostSharing,The costs to the patient for services under this network or formulary.,rdf:Property,,schema:HealthPlanFormulary; schema:HealthPlanNetwork,schema:Boolean; schema:HealthPlanCostSharingSpecification,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanDrugOption,schema,schema.org,2,property,healthPlanDrugOption,TODO.,rdf:Property,,schema:HealthInsurancePlan,schema:Text,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanDrugTier,schema,schema.org,2,property,healthPlanDrugTier,The tier(s) of drugs offered by this formulary or insurance plan.,rdf:Property,,schema:HealthInsurancePlan; schema:HealthPlanFormulary,schema:Text,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanId,schema,schema.org,2,property,healthPlanId,"The 14-character, HIOS-generated Plan ID number. (Plan IDs must be unique, even across different markets.)",rdf:Property,,schema:HealthInsurancePlan,schema:Text,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanMarketingUrl,schema,schema.org,2,property,healthPlanMarketingUrl,The URL that goes directly to the plan brochure for the specific standard plan or plan variation.,rdf:Property,,schema:HealthInsurancePlan,schema:URL,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanNetworkId,schema,schema.org,2,property,healthPlanNetworkId,Name or unique ID of network. (Networks are often reused across different insurance plans.),rdf:Property,,schema:HealthPlanNetwork; schema:MedicalOrganization,schema:Text,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanNetworkTier,schema,schema.org,2,property,healthPlanNetworkTier,The tier(s) for this network.,rdf:Property,,schema:HealthPlanNetwork,schema:Text,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthPlanPharmacyCategory,schema,schema.org,2,property,healthPlanPharmacyCategory,The category or type of pharmacy associated with this cost sharing.,rdf:Property,,schema:HealthPlanCostSharingSpecification,schema:Text,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/healthcareReportingData,schema,schema.org,2,property,healthcareReportingData,"Indicates data describing a hospital, e.g. a CDC [[CDCPMDRecord]] or as some kind of [[Dataset]].",rdf:Property,,schema:Hospital,schema:CDCPMDRecord; schema:Dataset,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/height,schema,schema.org,2,property,height,The height of the item.,rdf:Property,,schema:MediaObject; schema:OfferShippingDetails; schema:Person; schema:Product; schema:ShippingConditions; schema:VisualArtwork,schema:Distance; schema:QuantitativeValue,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/highPrice,schema,schema.org,2,property,highPrice,"The highest price of all offers available.\n\nUsage guidelines:\n\n* Use values from 0123456789 (Unicode 'DIGIT ZERO' (U+0030) to 'DIGIT NINE' (U+0039)) rather than superficially similar Unicode symbols.\n* Use '.' (Unicode 'FULL STOP' (U+002E)) rather than ',' to indicate a decimal point. Avoid using these symbols as a readability separator.",rdf:Property,,schema:AggregateOffer,schema:Number; schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hiringOrganization,schema,schema.org,2,property,hiringOrganization,Organization or Person offering the job position.,rdf:Property,,schema:JobPosting,schema:Organization; schema:Person,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/holdingArchive,schema,schema.org,2,property,holdingArchive,"[[ArchiveOrganization]] that holds, keeps or maintains the [[ArchiveComponent]].",rdf:Property,,schema:ArchiveComponent,schema:ArchiveOrganization,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/homeLocation,schema,schema.org,2,property,homeLocation,A contact location for a person's residence.,rdf:Property,schema:location,schema:Person,schema:ContactPoint; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/homeTeam,schema,schema.org,2,property,homeTeam,The home team in a sports event.,rdf:Property,schema:competitor,schema:SportsEvent,schema:Person; schema:SportsTeam,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/honorificPrefix,schema,schema.org,2,property,honorificPrefix,An honorific prefix preceding a Person's name such as Dr/Mrs/Mr.,rdf:Property,,schema:Person,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/honorificSuffix,schema,schema.org,2,property,honorificSuffix,An honorific suffix following a Person's name such as M.D./PhD/MSCSW.,rdf:Property,,schema:Person,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hospitalAffiliation,schema,schema.org,2,property,hospitalAffiliation,A hospital with which the physician or office is affiliated.,rdf:Property,,schema:Physician,schema:Hospital,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hostingOrganization,schema,schema.org,2,property,hostingOrganization,"The Organization (airline, travelers' club, retailer, etc.) the membership is made with or which offers the MemberProgram.",rdf:Property,,schema:MemberProgram; schema:ProgramMembership,schema:Organization,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hoursAvailable,schema,schema.org,2,property,hoursAvailable,The hours during which this service or contact is available.,rdf:Property,,schema:ContactPoint; schema:LocationFeatureSpecification; schema:Service,schema:OpeningHoursSpecification,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/howPerformed,schema,schema.org,2,property,howPerformed,How the procedure is performed.,rdf:Property,,schema:MedicalProcedure,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/httpMethod,schema,schema.org,2,property,httpMethod,An HTTP method that specifies the appropriate HTTP method for a request to an HTTP EntryPoint. Values are capitalized strings as used in HTTP.,rdf:Property,,schema:EntryPoint,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/iataCode,schema,schema.org,2,property,iataCode,IATA identifier for an airline or airport.,rdf:Property,,schema:Airline; schema:Airport,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/icaoCode,schema,schema.org,2,property,icaoCode,ICAO identifier for an airport.,rdf:Property,,schema:Airport,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/identifier,schema,schema.org,2,property,identifier,"The identifier property represents any kind of identifier for any kind of [[Thing]], such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See [background notes](/docs/datamodel.html#identifierBg) for more details.",rdf:Property,,schema:Thing,schema:PropertyValue; schema:Text; schema:URL,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/identifyingExam,schema,schema.org,2,property,identifyingExam,A physical examination that can identify this sign.,rdf:Property,,schema:MedicalSign,schema:PhysicalExam,,,https://schema.org/version/latest/schemaorg-current-https.ttl
