iri,prefix,vocabulary,tier,kind,label,definition,types,parents,domain,range,status,deprecated,source
https://w3id.org/dpv#AutomationLevel,dpv,DPV core,2,class,Automation Level,Indication of degree or level of automation associated with specified context,rdfs:Class; skos:Concept,<https://w3id.org/dpv#ProcessingContext>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Autonomous,dpv,DPV core,2,class,Autonomous,"Level of automation corresponding to Level 6 in ISO/IEC 22989:2022 where the automation in system is capable of modifying its operation domain or its goals without external intervention, control or oversight",<https://w3id.org/dpv#AutomationLevel>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#B2B2CContract,dpv,DPV core,2,class,Business-to-Business-to-Consumer Contract,A contract between two businesses who partner together to provide services to a consumer,<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#B2BContract,dpv,DPV core,2,class,Business-to-Business Contract,A contract between two businesses,<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#B2CContract,dpv,DPV core,2,class,Business-to-Consumer Contract,A contract between a business and a consumer where the business provides goods or services to the consumer,<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#BackgroundChecks,dpv,DPV core,2,class,Background Checks,Procedure where the background of an entity is assessed to identity vulnerabilities and threats due to their current or intended role,<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#BiometricAuthentication,dpv,DPV core,2,class,Biometric Authentication,Use of biometric data for authentication,<https://w3id.org/dpv#TechnicalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#C2BContract,dpv,DPV core,2,class,Consumer-to-Business Contract,A contract between a consumer and a business where the business purchases goods or services from the consumer,<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#C2CContract,dpv,DPV core,2,class,Consumer-to-Consumer Contract,A contract between two consumers,<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotChallengeProcess,dpv,DPV core,2,class,Cannot Challenge Process,Involvement where entity cannot challenge the process of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotChallengeProcessInput,dpv,DPV core,2,class,Cannot Challenge Process Input,Involvement where entity cannot challenge input of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotChallengeProcessOutput,dpv,DPV core,2,class,Cannot Challenge Process Output,Involvement where entity cannot challenge the output of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotCorrectProcess,dpv,DPV core,2,class,Cannot Correct Process,Involvement where entity cannot correct the process of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotCorrectProcessInput,dpv,DPV core,2,class,Cannot Correct Process Input,Involvement where entity cannot correct input of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotCorrectProcessOutput,dpv,DPV core,2,class,Cannot Correct Process Output,Involvement where entity cannot correct the output of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotObjectToProcess,dpv,DPV core,2,class,Cannot Object to Process,Involvement where entity cannot object to process of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotOptInToProcess,dpv,DPV core,2,class,Cannot Opt-in to Process,Involvement where entity cannot opt-in to specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotOptOutFromProcess,dpv,DPV core,2,class,Cannot Opt-out from Process,Involvement where entity cannot opt-out from specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotReverseProcessEffects,dpv,DPV core,2,class,Cannot Reverse Process Effects,Involvement where entity cannot reverse effects of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotReverseProcessInput,dpv,DPV core,2,class,Cannot Reverse Process Input,Involvement where entity cannot reverse input of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotReverseProcessOutput,dpv,DPV core,2,class,Cannot Reverse Process Output,Involvement where entity cannot reverse output of specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CannotWithdrawFromProcess,dpv,DPV core,2,class,Cannot Withdraw from Process,Involvement where entity cannot withdraw a previously given assent from specified context,<https://w3id.org/dpv#EntityNonPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Certification,dpv,DPV core,2,class,Certification,"Certification mechanisms, seals, and marks for the purpose of demonstrating compliance",<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CertificationSeal,dpv,DPV core,2,class,Certification and Seal,"Certifications, seals, and marks indicating compliance to regulations or practices",<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ChallengingProcess,dpv,DPV core,2,class,Challenging Process,Involvement where entity can challenge the process of specified context,<https://w3id.org/dpv#EntityPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ChallengingProcessInput,dpv,DPV core,2,class,Challenging Process Input,Involvement where entity can challenge input of specified context,<https://w3id.org/dpv#EntityPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ChallengingProcessOutput,dpv,DPV core,2,class,Challenging Process Output,Involvement where entity can challenge the output of specified context,<https://w3id.org/dpv#EntityPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CharityOrganisation,dpv,DPV core,2,class,Charity Organisation,"A nonprofit entity dedicated to providing assistance or raising funds for social, educational, religious, or other philanthropic purposes",rdfs:Class; skos:Concept,<https://w3id.org/dpv#LegalEntity>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Child,dpv,DPV core,2,class,Child,A 'child' is a natural legal person who is below a certain legal age depending on the legal jurisdiction.,<https://w3id.org/dpv#HumanSubject>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Citizen,dpv,DPV core,2,class,Citizen,Humans that are citizens (for a jurisdiction),<https://w3id.org/dpv#HumanSubject>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#City,dpv,DPV core,2,class,City,A region consisting of urban population and commerce,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Region>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Client,dpv,DPV core,2,class,Client,Humans that are clients or recipients of services,<https://w3id.org/dpv#HumanSubject>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Clinic,dpv,DPV core,2,class,Clinic,An organisation that is a smaller healthcare facility offering outpatient medical services for diagnosis and treatment,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Organisation>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CloudLocation,dpv,DPV core,2,class,Cloud Location,Location that is in the 'cloud' i.e. a logical location operated over the internet,<https://w3id.org/dpv#Location>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CodeOfConduct,dpv,DPV core,2,class,Code of Conduct,A set of rules or procedures outlining the norms and practices for conducting activities,<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Collect,dpv,DPV core,2,class,Collect,to gather data from someone,<https://w3id.org/dpv#Processing>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CollectedData,dpv,DPV core,2,class,Collected Data,Data that has been obtained by collecting it from a source,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Data>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CollectedPersonalData,dpv,DPV core,2,class,Collected Personal Data,Personal Data that has been collected from another source such as the Data Subject,rdfs:Class; skos:Concept,<https://w3id.org/dpv#CollectedData>; <https://w3id.org/dpv#PersonalData>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CombatClimateChange,dpv,DPV core,2,class,Combat Climate Change,"Purposes associated with combating the causes and consequences of climate change, including reducing gas emissions and fighting emergencies such as floods or wildfires",<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Combine,dpv,DPV core,2,class,Combine,to join or merge data,<https://w3id.org/dpv#Processing>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CommercialPurpose,dpv,DPV core,2,class,Commercial Purpose,Purposes associated with processing activities performed in a commercial setting or with intention to commercialise,<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CommercialResearch,dpv,DPV core,2,class,Commercial Research,Purposes associated with conducting research in a commercial setting or with intention to commercialise e.g. in a company or sponsored by a company,<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CommerciallyConfidentialData,dpv,DPV core,2,class,Commercially Confidential Data,"Data that is considered confidential due to business/trade secrets, confidentiality agreements, or company secrets",rdfs:Class; skos:Concept,<https://w3id.org/dpv#ConfidentialData>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CommunicationForCustomerCare,dpv,DPV core,2,class,Communication for Customer Care,"Customer Care Communication refers to purposes associated with communicating with customers for assisting them, resolving issues, ensuring satisfaction, etc. in relation to services provided",<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CommunicationManagement,dpv,DPV core,2,class,Communication Management,Communication Management refers to purposes associated with providing or managing communication activities e.g. to send an email for notifying some information,<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CompatibilityUnknown,dpv,DPV core,2,class,Compatibility Unknown,Status indicating the compatibility of the context with an earlier context is currently unknown,<https://w3id.org/dpv#ReuseCompatibility>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ComplianceAssessment,dpv,DPV core,2,class,Compliance Assessment,"Assessment regarding compliance (e.g. internal policy, regulations)",<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ComplianceIndeterminate,dpv,DPV core,2,class,Compliance Indeterminate,"State where the status of compliance has not been fully assessed, evaluated, or determined",<https://w3id.org/dpv#ComplianceStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ComplianceMonitoring,dpv,DPV core,2,class,Compliance Monitoring,"Monitoring of compliance (e.g. internal policy, regulations)",<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ComplianceStatus,dpv,DPV core,2,class,Compliance Status,"Status associated with Compliance with some norms, objectives, or requirements",rdfs:Class; skos:Concept,<https://w3id.org/dpv#Status>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ComplianceUnknown,dpv,DPV core,2,class,Compliance Unknown,State where the status of compliance is unknown,<https://w3id.org/dpv#ComplianceStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ComplianceViolation,dpv,DPV core,2,class,Compliance Violation,State where compliance cannot be achieved due to requirements being violated,<https://w3id.org/dpv#ComplianceStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Compliant,dpv,DPV core,2,class,Compliant,State of being fully compliant,<https://w3id.org/dpv#ComplianceStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConditionalAutomation,dpv,DPV core,2,class,Conditional Automation,Level of automation corresponding to Level 3 in ISO/IEC 22989:2022 where the automation is sufficient to perform most tasks of the system with the human present to take over where necessary,<https://w3id.org/dpv#AutomationLevel>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConfidentialData,dpv,DPV core,2,class,Confidential Data,Data deemed confidential,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Data>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConfidentialityAgreement,dpv,DPV core,2,class,Confidentiality Agreement,"Agreements that enforce confidentiality for e.g. to protect business, professional, or company secrets",<https://w3id.org/dpv#LegalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConformanceAssessment,dpv,DPV core,2,class,Conformance Assessment,Assessment regarding conformance with standards or norms or guidelines or similar instruments,<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConformanceStatus,dpv,DPV core,2,class,Conformance Status,"Status associated with conformance to a standard, guideline, code, or recommendation",rdfs:Class; skos:Concept,<https://w3id.org/dpv#Status>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Conformant,dpv,DPV core,2,class,Conformant,State of being conformant,<https://w3id.org/dpv#ConformanceStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Consent,dpv,DPV core,2,class,Consent,Consent of the Data Subject for specified process or activity,<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentControl,dpv,DPV core,2,class,Consent Control,"The control or activity associated with obtaining, providing, withdrawing, or reaffirming consent",rdfs:Class; skos:Concept,<https://w3id.org/dpv#EntityInvolvement>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentExpired,dpv,DPV core,2,class,Consent Expired,The state where the temporal or contextual validity of consent has 'expired',<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentGiven,dpv,DPV core,2,class,Consent Given,The state where consent has been given,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentInvalidated,dpv,DPV core,2,class,Consent Invalidated,The state where consent has been deemed to be invalid,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentManagement,dpv,DPV core,2,class,Consent Management,"Methods to obtain, provide, modify, and withdraw consent along with maintaining a record of consent, retrieving records, and processing changes in consent states",<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentNotice,dpv,DPV core,2,class,Consent Notice,A Notice for information provision associated with Consent,<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentReceipt,dpv,DPV core,2,class,Consent Receipt,A record of consent or consent related activities that is provided to another entity,<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentRecord,dpv,DPV core,2,class,Consent Record,A Record of Consent or Consent related activities,<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentRefused,dpv,DPV core,2,class,Consent Refused,The state where consent has been refused,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentRequestDeferred,dpv,DPV core,2,class,Consent Request Deferred,State where a request for consent has been deferred without a decision,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentRequested,dpv,DPV core,2,class,Consent Requested,State where a request for consent has been made and is awaiting a decision,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentRevoked,dpv,DPV core,2,class,Consent Revoked,The state where the consent is revoked by an entity other than the data subject and which prevents it from being further used as a valid state,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentStatus,dpv,DPV core,2,class,Consent Status,The state or status of 'consent' that provides information reflecting its operational status and validity for processing data,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Status>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentStatusInvalidForProcessing,dpv,DPV core,2,class,Consent Status Invalid for Processing,States of consent that cannot be used as valid justifications for processing data,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentStatusValidForProcessing,dpv,DPV core,2,class,Consent Status Valid for Processing,States of consent that can be used as valid justifications for processing data,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentUnknown,dpv,DPV core,2,class,Consent Unknown,State where information about consent is not available or is unknown,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsentWithdrawn,dpv,DPV core,2,class,Consent Withdrawn,The state where the consent is withdrawn or revoked specifically by the data subject and which prevents it from being further used as a valid state,<https://w3id.org/dpv#ConsentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Consequence,dpv,DPV core,2,class,Consequence,The consequence(s) possible or arising from specified context,rdfs:Class; skos:Concept,<https://w3id.org/dpv#RiskConcept>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsequenceAsSideEffect,dpv,DPV core,2,class,Consequence as Side-Effect,The consequence(s) possible or arising as a side-effect of specified context,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Consequence>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsequenceOfFailure,dpv,DPV core,2,class,Consequence of Failure,The consequence(s) possible or arising from failure of specified context,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Consequence>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsequenceOfSuccess,dpv,DPV core,2,class,Consequence of Success,The consequence(s) possible or arising from success of specified context,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Consequence>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Consult,dpv,DPV core,2,class,Consult,to consult or query data,<https://w3id.org/dpv#Processing>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Consultation,dpv,DPV core,2,class,Consultation,"Consultation is a process of receiving feedback, advice, or opinion from an external agency",<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsultationWithAuthority,dpv,DPV core,2,class,Consultation with Authority,Consultation with an authority or authoritative entity,<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsultationWithDPO,dpv,DPV core,2,class,Consultation with DPO,Consultation with Data Protection Officer(s),<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsultationWithDataSubject,dpv,DPV core,2,class,Consultation with Data Subject,Consultation with data subject(s) or their representative(s),<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsultationWithDataSubjectRepresentative,dpv,DPV core,2,class,Consultation with Data Subject Representative,Consultation with representative of data subject(s),<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Consumer,dpv,DPV core,2,class,Consumer,Humans that consume goods or services for direct use,<https://w3id.org/dpv#HumanSubject>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ConsumerStandardFormContract,dpv,DPV core,2,class,Consumer Standard Form Contract,"A contract where the terms and conditions are determined by parties in the role of a 'consumer' - whether an entity or an individual, and the other parties have negligible or no ability to negotiate the terms and conditions",<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Context,dpv,DPV core,2,class,Context,Contextually relevant information,rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContextuallyAnonymisedData,dpv,DPV core,2,class,Contextually Anonymised Data,Data that can be considered as being fully anonymised within the context but in actuality is not fully anonymised and is still personal data as it can be de-anonymised outside that context,rdfs:Class; skos:Concept,<https://w3id.org/dpv#PseudonymisedData>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContinuousFrequency,dpv,DPV core,2,class,Continuous Frequency,Frequency where occurrences are continuous,<https://w3id.org/dpv#Frequency>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Contract,dpv,DPV core,2,class,Contract,"Creation, completion, fulfilment, or performance of a contract involving specified processing of data or technologies",<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractActivationStatus,dpv,DPV core,2,class,Contract Activation Status,Status associated with activation of a contract i.e. whether its terms are active and are required to be performed,rdfs:Class; skos:Concept,<https://w3id.org/dpv#ContractStatus>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractActive,dpv,DPV core,2,class,Contract Active,Status representing contract that has been fully executed and whose terms are considered active i.e. they are applicable and are required to be performed,<https://w3id.org/dpv#ContractActivationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractAmended,dpv,DPV core,2,class,Contract Amended,Status representing contract that has been fully executed and whose terms have been amended through mutual agreement or other means such that the contract is still required to be performed,<https://w3id.org/dpv#ContractPerformanceStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractAmendmentClause,dpv,DPV core,2,class,Contract Amendment Clause,A provision describing how changes or modifications to the contract can be made and the process for implementing them,<https://w3id.org/dpv#ContractualClause>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractApproved,dpv,DPV core,2,class,Contract Approved,Status representing contract has been approved and can be used for signing,<https://w3id.org/dpv#ContractPreparationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractBeingPerformed,dpv,DPV core,2,class,Contract Being Performed,Status representing contract that has been fully executed and whose terms are being carried out i.e. the contract is being performed,<https://w3id.org/dpv#ContractPerformanceStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractBreached,dpv,DPV core,2,class,Contract Breached,Status representing contract being breached where its terms are not fulfilled or are violated with legal consequences,<https://w3id.org/dpv#ContractTerminationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractByDomain,dpv,DPV core,2,class,Contract by Domain,A generic concept representing contracts categorised by specific domains which dictate the drafting and interpretation of contracts,<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractByEntityType,dpv,DPV core,2,class,Contract by Entity Type,"A generic concept representing contracts categorised by the type of entities involved - such as Businesses (B), Consumers (C), and Governments (G)",<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractByNegotiationType,dpv,DPV core,2,class,Contract by Negotiation Type,A generic concept representing contracts categorised based on their use or absence of negotiation in the contract forming process,<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractConfidentialityClause,dpv,DPV core,2,class,Contract Confidentiality Clause,A provision requiring parties to keep certain information confidential and not disclose it to third parties,<https://w3id.org/dpv#ContractualClause>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractControl,dpv,DPV core,2,class,Contract Control,"The control or activity associated with accepting, refusing, and other actions associated with a contract",rdfs:Class; skos:Concept,<https://w3id.org/dpv#EntityInvolvement>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractDefinitions,dpv,DPV core,2,class,Contract Definitions,A section specifying the meanings of key terms and phrases used throughout the contract,<https://w3id.org/dpv#ContractualClause>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractDisputeResolutionClause,dpv,DPV core,2,class,Contract DisputeResolution Clause,A provision detailing the methods and procedures for resolving disagreements or conflicts arising from the contract,<https://w3id.org/dpv#ContractualClause>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractDisputed,dpv,DPV core,2,class,Contract Disputed,Status representing contract being disputed where one or more parties have an issue regarding the interpretation and performance of the contract,<https://w3id.org/dpv#ContractTerminationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractDrafted,dpv,DPV core,2,class,Contract Drafted,Status representing the drafting of contract text has been completed and it can now be offered for signing,<https://w3id.org/dpv#ContractPreparationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractExecutionStatus,dpv,DPV core,2,class,Contract Execution Status,Status associated with execution of a contract (i.e. signing and procedural aspects before the contract terms come in to effect),rdfs:Class; skos:Concept,<https://w3id.org/dpv#ContractStatus>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractExpired,dpv,DPV core,2,class,Contract Expired,"Status representing reaching the expiry defined in the contract, such as when the stated duration or the stated obligations have been completed",<https://w3id.org/dpv#ContractTerminationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractExtended,dpv,DPV core,2,class,Contract Extended,Status representing the duration associated with a contract being extended through mutual agreement or by a party,<https://w3id.org/dpv#ContractTerminationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractFulfilled,dpv,DPV core,2,class,Contract Fulfilled,Status representing contract where all its terms have been fulfilled in a manner that does not constitute a violation or breach of the contract,<https://w3id.org/dpv#ContractFulfilmentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
